"year_week","sexo","agrp","dpt_cdc","prov_cdc","n"
"2021-07-04","F","45-64","ANCASH","BOLOGNESI",1
"2021-07-04","F","45-64","ANCASH","HUARAZ",1
"2021-07-04","F","45-64","ANCASH","HUARI",1
"2021-07-04","F","45-64","ANCASH","RECUAY",1
"2021-07-04","F","45-64","ANCASH","SANTA",3
"2021-07-04","F","45-64","ANCASH","SIHUAS",1
"2021-07-04","F","45-64","APURIMAC","ANDAHUAYLAS",1
"2021-07-04","F","45-64","AREQUIPA","AREQUIPA",7
"2021-07-04","F","45-64","AREQUIPA","ISLAY",1
"2021-07-04","F","45-64","CAJAMARCA","CAJAMARCA",1
"2021-07-04","F","45-64","CAJAMARCA","SAN IGNACIO",1
"2021-07-04","F","45-64","CALLAO","CALLAO",4
"2021-07-04","F","45-64","CUSCO","CANCHIS",1
"2021-07-04","F","45-64","CUSCO","CHUMBIVILCAS",1
"2021-07-04","F","45-64","CUSCO","CUSCO",4
"2021-07-04","F","45-64","CUSCO","ESPINAR",1
"2021-07-04","F","45-64","HUANCAVELICA","ANGARAES",1
"2021-07-04","F","45-64","HUANUCO","HUANUCO",1
"2021-07-04","F","45-64","HUANUCO","LEONCIO PRADO",1
"2021-07-04","F","45-64","ICA","CHINCHA",1
"2021-07-04","F","45-64","ICA","ICA",4
"2021-07-04","F","45-64","ICA","NAZCA",1
"2021-07-04","F","45-64","ICA","PALPA",2
"2021-07-04","F","45-64","ICA","PISCO",1
"2021-07-04","F","45-64","JUNIN","HUANCAYO",5
"2021-07-04","F","45-64","JUNIN","SATIPO",1
"2021-07-04","F","45-64","JUNIN","YAULI",3
"2021-07-04","F","45-64","LA LIBERTAD","TRUJILLO",2
"2021-07-04","F","45-64","LAMBAYEQUE","CHICLAYO",4
"2021-07-04","F","45-64","LAMBAYEQUE","LAMBAYEQUE",1
"2021-07-04","F","45-64","LIMA","CAÑETE",2
"2021-07-04","F","45-64","LIMA","HUAURA",1
"2021-07-04","F","45-64","LIMA","LIMA",7
"2021-07-04","F","45-64","LORETO","MAYNAS",5
"2021-07-04","F","45-64","MOQUEGUA","GENERAL SANCHEZ CERRO",1
"2021-07-04","F","45-64","PIURA","PIURA",2
"2021-07-04","F","45-64","PIURA","SULLANA",3
"2021-07-04","F","45-64","PIURA","TALARA",1
"2021-07-04","F","45-64","PUNO","AZANGARO",2
"2021-07-04","F","45-64","PUNO","CHUCUITO",1
"2021-07-04","F","45-64","PUNO","PUNO",1
"2021-07-04","F","45-64","PUNO","SAN ROMAN",5
"2021-07-04","F","45-64","SAN MARTIN","SAN MARTIN",1
"2021-07-04","F","45-64","TACNA","TACNA",1
"2021-07-04","F","45-64","TUMBES","TUMBES",1
"2021-07-04","F","45-64","UCAYALI","CORONEL PORTILLO",2
"2021-07-04","F","65+","AMAZONAS","BAGUA",1
"2021-07-04","F","65+","AMAZONAS","LUYA",1
"2021-07-04","F","65+","ANCASH","POMABAMBA",1
"2021-07-04","F","65+","ANCASH","SANTA",2
"2021-07-04","F","65+","APURIMAC","COTABAMBAS",1
"2021-07-04","F","65+","AREQUIPA","AREQUIPA",7
"2021-07-04","F","65+","AREQUIPA","CAMANA",1
"2021-07-04","F","65+","AREQUIPA","CARAVELI",1
"2021-07-04","F","65+","AREQUIPA","CAYLLOMA",1
"2021-07-04","F","65+","AREQUIPA","CONDESUYOS",1
"2021-07-04","F","65+","AREQUIPA","LA UNION",1
"2021-07-04","F","65+","AYACUCHO","PARINACOCHAS",2
"2021-07-04","F","65+","CAJAMARCA","CAJABAMBA",2
"2021-07-04","F","65+","CAJAMARCA","CAJAMARCA",3
"2021-07-04","F","65+","CAJAMARCA","CHOTA",2
"2021-07-04","F","65+","CAJAMARCA","JAEN",1
"2021-07-04","F","65+","CALLAO","CALLAO",4
"2021-07-04","F","65+","CUSCO","CANCHIS",1
"2021-07-04","F","65+","CUSCO","CHUMBIVILCAS",1
"2021-07-04","F","65+","CUSCO","CUSCO",3
"2021-07-04","F","65+","CUSCO","PARURO",1
"2021-07-04","F","65+","CUSCO","QUISPICANCHI",1
"2021-07-04","F","65+","HUANCAVELICA","CHURCAMPA",1
"2021-07-04","F","65+","ICA","CHINCHA",1
"2021-07-04","F","65+","ICA","ICA",4
"2021-07-04","F","65+","JUNIN","CHANCHAMAYO",1
"2021-07-04","F","65+","JUNIN","HUANCAYO",3
"2021-07-04","F","65+","JUNIN","SATIPO",2
"2021-07-04","F","65+","JUNIN","TARMA",1
"2021-07-04","F","65+","JUNIN","YAULI",1
"2021-07-04","F","65+","LA LIBERTAD","ASCOPE",1
"2021-07-04","F","65+","LA LIBERTAD","CHEPEN",2
"2021-07-04","F","65+","LA LIBERTAD","PACASMAYO",1
"2021-07-04","F","65+","LA LIBERTAD","SANCHEZ CARRION",1
"2021-07-04","F","65+","LA LIBERTAD","TRUJILLO",2
"2021-07-04","F","65+","LAMBAYEQUE","CHICLAYO",3
"2021-07-04","F","65+","LAMBAYEQUE","FERREÑAFE",1
"2021-07-04","F","65+","LAMBAYEQUE","LAMBAYEQUE",2
"2021-07-04","F","65+","LIMA","BARRANCA",1
"2021-07-04","F","65+","LIMA","CAÑETE",2
"2021-07-04","F","65+","LIMA","HUARAL",1
"2021-07-04","F","65+","LIMA","HUAROCHIRI",1
"2021-07-04","F","65+","LIMA","HUAURA",1
"2021-07-04","F","65+","LIMA","LIMA",7
"2021-07-04","F","65+","LORETO","MAYNAS",4
"2021-07-04","F","65+","MOQUEGUA","ILO",1
"2021-07-04","F","65+","PASCO","PASCO",1
"2021-07-04","F","65+","PIURA","PIURA",3
"2021-07-04","F","65+","PIURA","SULLANA",2
"2021-07-04","F","65+","PIURA","TALARA",1
"2021-07-04","F","65+","PUNO","CARABAYA",1
"2021-07-04","F","65+","PUNO","CHUCUITO",1
"2021-07-04","F","65+","PUNO","PUNO",1
"2021-07-04","F","65+","PUNO","SAN ANTONIO DE PUTINA",1
"2021-07-04","F","65+","PUNO","SAN ROMAN",1
"2021-07-04","F","65+","SAN MARTIN","BELLAVISTA",2
"2021-07-04","F","65+","SAN MARTIN","MARISCAL CACERES",1
"2021-07-04","F","65+","TACNA","JORGE BASADRE",1
"2021-07-04","F","65+","TACNA","TACNA",2
"2021-07-04","F","65+","TUMBES","TUMBES",1
"2021-07-04","M","0-17","ANCASH","SANTA",1
"2021-07-04","M","0-17","CALLAO","CALLAO",1
"2021-07-04","M","0-17","JUNIN","JUNIN",1
"2021-07-04","M","0-17","LAMBAYEQUE","LAMBAYEQUE",1
"2021-07-04","M","0-17","LIMA","LIMA",1
"2021-07-04","M","0-17","LORETO","MARISCAL RAMON CASTILLA",1
"2021-07-04","M","0-17","PUNO","SAN ROMAN",1
"2021-07-04","M","18-44","APURIMAC","ABANCAY",1
"2021-07-04","M","18-44","APURIMAC","ANTABAMBA",1
"2021-07-04","M","18-44","AREQUIPA","AREQUIPA",6
"2021-07-04","M","18-44","AYACUCHO","LUCANAS",2
"2021-07-04","M","18-44","CAJAMARCA","CAJABAMBA",1
"2021-07-04","M","18-44","CAJAMARCA","JAEN",1
"2021-07-04","M","18-44","CALLAO","CALLAO",2
"2021-07-04","M","18-44","CUSCO","CANCHIS",1
"2021-07-04","M","18-44","CUSCO","CUSCO",1
"2021-07-04","M","18-44","HUANUCO","HUANUCO",1
"2021-07-04","M","18-44","ICA","PISCO",1
"2021-07-04","M","18-44","LA LIBERTAD","OTUZCO",1
"2021-07-04","M","18-44","LA LIBERTAD","TRUJILLO",1
"2021-07-04","M","18-44","LIMA","HUAURA",1
"2021-07-04","M","18-44","LIMA","LIMA",7
"2021-07-04","M","18-44","LORETO","MAYNAS",2
"2021-07-04","M","18-44","LORETO","UCAYALI",1
"2021-07-04","M","18-44","MOQUEGUA","ILO",1
"2021-07-04","M","18-44","MOQUEGUA","MARISCAL NIETO",1
"2021-07-04","M","18-44","PASCO","PASCO",2
"2021-07-04","M","18-44","PIURA","PIURA",1
"2021-07-04","M","18-44","PUNO","PUNO",2
"2021-07-04","M","18-44","PUNO","SAN ROMAN",4
"2021-07-04","M","18-44","SAN MARTIN","SAN MARTIN",1
"2021-07-04","M","18-44","TACNA","TACNA",2
"2021-07-04","M","18-44","TUMBES","CONTRALMIRANTE VILLAR",1
"2021-07-04","M","45-64","AMAZONAS","BAGUA",1
"2021-07-04","M","45-64","AMAZONAS","BONGARA",1
"2021-07-04","M","45-64","AMAZONAS","CHACHAPOYAS",2
"2021-07-04","M","45-64","AMAZONAS","RODRIGUEZ DE MENDOZA",1
"2021-07-04","M","45-64","AMAZONAS","UTCUBAMBA",1
"2021-07-04","M","45-64","ANCASH","CASMA",1
"2021-07-04","M","45-64","ANCASH","HUARAZ",1
"2021-07-04","M","45-64","ANCASH","POMABAMBA",1
"2021-07-04","M","45-64","ANCASH","SANTA",2
"2021-07-04","M","45-64","APURIMAC","ABANCAY",1
"2021-07-04","M","45-64","APURIMAC","ANDAHUAYLAS",2
"2021-07-04","M","45-64","APURIMAC","ANTABAMBA",1
"2021-07-04","M","45-64","AREQUIPA","AREQUIPA",7
"2021-07-04","M","45-64","AREQUIPA","CAMANA",3
"2021-07-04","M","45-64","AREQUIPA","CAYLLOMA",1
"2021-07-04","M","45-64","AREQUIPA","ISLAY",2
"2021-07-04","M","45-64","AYACUCHO","HUAMANGA",1
"2021-07-04","M","45-64","AYACUCHO","LUCANAS",2
"2021-07-04","M","45-64","AYACUCHO","VICTOR FAJARDO",1
"2021-07-04","M","45-64","CAJAMARCA","CAJAMARCA",1
"2021-07-04","M","45-64","CAJAMARCA","JAEN",1
"2021-07-04","M","45-64","CAJAMARCA","SAN IGNACIO",1
"2021-07-04","M","45-64","CALLAO","CALLAO",6
"2021-07-04","M","45-64","CUSCO","ACOMAYO",1
"2021-07-04","M","45-64","CUSCO","ANTA",1
"2021-07-04","M","45-64","CUSCO","CANCHIS",1
"2021-07-04","M","45-64","CUSCO","CUSCO",3
"2021-07-04","M","45-64","CUSCO","QUISPICANCHI",1
"2021-07-04","M","45-64","CUSCO","URUBAMBA",1
"2021-07-04","M","45-64","HUANCAVELICA","ACOBAMBA",1
"2021-07-04","M","45-64","HUANUCO","HUANUCO",2
"2021-07-04","M","45-64","HUANUCO","LEONCIO PRADO",2
"2021-07-04","M","45-64","ICA","CHINCHA",4
"2021-07-04","M","45-64","ICA","ICA",7
"2021-07-04","M","45-64","ICA","NAZCA",2
"2021-07-04","M","45-64","ICA","PISCO",2
"2021-07-04","M","45-64","JUNIN","CHUPACA",1
"2021-07-04","M","45-64","JUNIN","CONCEPCION",1
"2021-07-04","M","45-64","JUNIN","HUANCAYO",5
"2021-07-04","M","45-64","JUNIN","JAUJA",2
"2021-07-04","M","45-64","JUNIN","TARMA",1
"2021-07-04","M","45-64","LA LIBERTAD","BOLIVAR",1
"2021-07-04","M","45-64","LA LIBERTAD","CHEPEN",2
"2021-07-04","M","45-64","LA LIBERTAD","OTUZCO",1
"2021-07-04","M","45-64","LA LIBERTAD","SANCHEZ CARRION",1
"2021-07-04","M","45-64","LA LIBERTAD","TRUJILLO",2
"2021-07-04","M","45-64","LAMBAYEQUE","CHICLAYO",5
"2021-07-04","M","45-64","LAMBAYEQUE","FERREÑAFE",1
"2021-07-04","M","45-64","LAMBAYEQUE","LAMBAYEQUE",2
"2021-07-04","M","45-64","LIMA","BARRANCA",1
"2021-07-04","M","45-64","LIMA","CAÑETE",3
"2021-07-04","M","45-64","LIMA","HUARAL",2
"2021-07-04","M","45-64","LIMA","HUAROCHIRI",1
"2021-07-04","M","45-64","LIMA","LIMA",7
"2021-07-04","M","45-64","LORETO","MAYNAS",5
"2021-07-04","M","45-64","MOQUEGUA","ILO",1
"2021-07-04","M","45-64","MOQUEGUA","MARISCAL NIETO",3
"2021-07-04","M","45-64","PASCO","OXAPAMPA",1
"2021-07-04","M","45-64","PIURA","PIURA",4
"2021-07-04","M","45-64","PIURA","SECHURA",1
"2021-07-04","M","45-64","PIURA","SULLANA",2
"2021-07-04","M","45-64","PIURA","TALARA",1
"2021-07-04","M","45-64","PUNO","AZANGARO",2
"2021-07-04","M","45-64","PUNO","EL COLLAO",1
"2021-07-04","M","45-64","PUNO","MELGAR",2
"2021-07-04","M","45-64","PUNO","SAN ROMAN",5
"2021-07-04","M","45-64","SAN MARTIN","BELLAVISTA",1
"2021-07-04","M","45-64","SAN MARTIN","MARISCAL CACERES",1
"2021-07-04","M","45-64","SAN MARTIN","PICOTA",1
"2021-07-04","M","45-64","SAN MARTIN","SAN MARTIN",2
"2021-07-04","M","45-64","TACNA","TACNA",6
"2021-07-04","M","45-64","TUMBES","TUMBES",1
"2021-07-04","M","45-64","UCAYALI","CORONEL PORTILLO",2
"2021-07-04","M","65+","AMAZONAS","CHACHAPOYAS",1
"2021-07-04","M","65+","AMAZONAS","UTCUBAMBA",1
"2021-07-04","M","65+","ANCASH","BOLOGNESI",1
"2021-07-04","M","65+","ANCASH","HUARAZ",1
"2021-07-04","M","65+","ANCASH","PALLASCA",1
"2021-07-04","M","65+","ANCASH","POMABAMBA",3
"2021-07-04","M","65+","ANCASH","SANTA",3
"2021-07-04","M","65+","APURIMAC","ABANCAY",1
"2021-07-04","M","65+","APURIMAC","ANDAHUAYLAS",1
"2021-07-04","M","65+","APURIMAC","ANTABAMBA",1
"2021-07-04","M","65+","APURIMAC","CHINCHEROS",1
"2021-07-04","M","65+","APURIMAC","COTABAMBAS",1
"2021-07-04","M","65+","APURIMAC","GRAU",1
"2021-07-04","M","65+","AREQUIPA","AREQUIPA",7
"2021-07-04","M","65+","AREQUIPA","CAMANA",2
"2021-07-04","M","65+","AREQUIPA","CARAVELI",1
"2021-07-04","M","65+","AREQUIPA","CASTILLA",1
"2021-07-04","M","65+","AREQUIPA","CAYLLOMA",2
"2021-07-04","M","65+","AREQUIPA","CONDESUYOS",2
"2021-07-04","M","65+","AREQUIPA","ISLAY",2
"2021-07-04","M","65+","AYACUCHO","HUAMANGA",1
"2021-07-04","M","65+","AYACUCHO","LA MAR",1
"2021-07-04","M","65+","AYACUCHO","LUCANAS",2
"2021-07-04","M","65+","CAJAMARCA","CAJABAMBA",1
"2021-07-04","M","65+","CAJAMARCA","CAJAMARCA",1
"2021-07-04","M","65+","CAJAMARCA","CHOTA",3
"2021-07-04","M","65+","CAJAMARCA","JAEN",3
"2021-07-04","M","65+","CAJAMARCA","SAN IGNACIO",1
"2021-07-04","M","65+","CAJAMARCA","SAN MIGUEL",1
"2021-07-04","M","65+","CALLAO","CALLAO",6
"2021-07-04","M","65+","CUSCO","ANTA",3
"2021-07-04","M","65+","CUSCO","CANCHIS",3
"2021-07-04","M","65+","CUSCO","CHUMBIVILCAS",1
"2021-07-04","M","65+","CUSCO","CUSCO",3
"2021-07-04","M","65+","HUANCAVELICA","ACOBAMBA",1
"2021-07-04","M","65+","HUANCAVELICA","HUANCAVELICA",1
"2021-07-04","M","65+","HUANCAVELICA","TAYACAJA",1
"2021-07-04","M","65+","HUANUCO","DOS DE MAYO",1
"2021-07-04","M","65+","HUANUCO","LEONCIO PRADO",2
"2021-07-04","M","65+","ICA","ICA",3
"2021-07-04","M","65+","ICA","NAZCA",2
"2021-07-04","M","65+","ICA","PISCO",2
"2021-07-04","M","65+","JUNIN","CHUPACA",1
"2021-07-04","M","65+","JUNIN","HUANCAYO",5
"2021-07-04","M","65+","JUNIN","JAUJA",3
"2021-07-04","M","65+","LA LIBERTAD","CHEPEN",1
"2021-07-04","M","65+","LA LIBERTAD","PACASMAYO",2
"2021-07-04","M","65+","LA LIBERTAD","SANCHEZ CARRION",1
"2021-07-04","M","65+","LA LIBERTAD","TRUJILLO",6
"2021-07-04","M","65+","LAMBAYEQUE","CHICLAYO",1
"2021-07-04","M","65+","LAMBAYEQUE","FERREÑAFE",1
"2021-07-04","M","65+","LIMA","CAÑETE",2
"2021-07-04","M","65+","LIMA","HUARAL",1
"2021-07-04","M","65+","LIMA","HUAROCHIRI",1
"2021-07-04","M","65+","LIMA","HUAURA",1
"2021-07-04","M","65+","LIMA","LIMA",7
"2021-07-04","M","65+","LIMA","YAUYOS",2
"2021-07-04","M","65+","LORETO","DATEM DEL MARAÑON",1
"2021-07-04","M","65+","LORETO","MAYNAS",1
"2021-07-04","M","65+","MADRE DE DIOS","TAMBOPATA",1
"2021-07-04","M","65+","MOQUEGUA","ILO",1
"2021-07-04","M","65+","MOQUEGUA","MARISCAL NIETO",4
"2021-07-04","M","65+","PIURA","AYABACA",2
"2021-07-04","M","65+","PIURA","HUANCABAMBA",1
"2021-07-04","M","65+","PIURA","PAITA",1
"2021-07-04","M","65+","PIURA","PIURA",4
"2021-07-04","M","65+","PIURA","SULLANA",3
"2021-07-04","M","65+","PIURA","TALARA",2
"2021-07-04","M","65+","PUNO","HUANCANE",1
"2021-07-04","M","65+","PUNO","LAMPA",1
"2021-07-04","M","65+","PUNO","MELGAR",1
"2021-07-04","M","65+","PUNO","MOHO",1
"2021-07-04","M","65+","PUNO","PUNO",3
"2021-07-04","M","65+","PUNO","SAN ROMAN",5
"2021-07-04","M","65+","PUNO","YUNGUYO",2
"2021-07-04","M","65+","SAN MARTIN","BELLAVISTA",1
"2021-07-04","M","65+","SAN MARTIN","SAN MARTIN",1
"2021-07-04","M","65+","TACNA","TACNA",4
"2021-07-04","M","65+","TUMBES","TUMBES",1
"2021-07-04","M","65+","TUMBES","ZARUMILLA",1
"2021-07-04","M","65+","UCAYALI","CORONEL PORTILLO",2
"2021-07-11","F","0-17","AREQUIPA","ISLAY",1
"2021-07-11","F","0-17","CUSCO","QUISPICANCHI",2
"2021-07-11","F","0-17","LAMBAYEQUE","CHICLAYO",1
"2021-07-11","F","18-44","AREQUIPA","AREQUIPA",3
"2021-07-11","F","18-44","AREQUIPA","CAMANA",1
"2021-07-11","F","18-44","CAJAMARCA","CHOTA",1
"2021-07-11","F","18-44","CAJAMARCA","JAEN",1
"2021-07-11","F","18-44","CALLAO","CALLAO",2
"2021-07-11","F","18-44","CUSCO","CUSCO",1
"2021-07-11","F","18-44","HUANCAVELICA","TAYACAJA",1
"2021-07-11","F","18-44","HUANUCO","HUANUCO",1
"2021-07-11","F","18-44","ICA","CHINCHA",1
"2021-07-11","F","18-44","ICA","ICA",2
"2021-07-11","F","18-44","ICA","NAZCA",1
"2021-07-11","F","18-44","ICA","PISCO",3
"2021-07-11","F","18-44","LA LIBERTAD","TRUJILLO",1
"2021-07-11","F","18-44","LIMA","BARRANCA",1
"2021-07-11","F","18-44","LIMA","LIMA",2
"2021-07-11","F","18-44","LORETO","MAYNAS",1
"2021-07-11","F","18-44","PIURA","PIURA",1
"2021-07-11","F","18-44","PIURA","TALARA",1
"2021-07-11","F","18-44","PUNO","PUNO",1
"2021-07-11","F","18-44","PUNO","YUNGUYO",1
"2021-07-11","F","18-44","SAN MARTIN","SAN MARTIN",1
"2021-07-11","F","18-44","TACNA","TACNA",3
"2021-07-11","F","18-44","TUMBES","TUMBES",1
"2021-07-11","F","45-64","AMAZONAS","BAGUA",2
"2021-07-11","F","45-64","ANCASH","HUARAZ",2
"2021-07-11","F","45-64","ANCASH","YUNGAY",1
"2021-07-11","F","45-64","APURIMAC","ABANCAY",1
"2021-07-11","F","45-64","APURIMAC","CHINCHEROS",1
"2021-07-11","F","45-64","AREQUIPA","AREQUIPA",7
"2021-07-11","F","45-64","AREQUIPA","CAYLLOMA",3
"2021-07-11","F","45-64","AREQUIPA","ISLAY",1
"2021-07-11","F","45-64","AYACUCHO","LUCANAS",1
"2021-07-11","F","45-64","CAJAMARCA","CAJAMARCA",1
"2021-07-11","F","45-64","CAJAMARCA","CHOTA",1
"2021-07-11","F","45-64","CAJAMARCA","JAEN",1
"2021-07-11","F","45-64","CALLAO","CALLAO",2
"2021-07-11","F","45-64","CUSCO","CUSCO",3
"2021-07-11","F","45-64","CUSCO","PAUCARTAMBO",1
"2021-07-11","F","45-64","HUANCAVELICA","HUANCAVELICA",1
"2021-07-11","F","45-64","ICA","CHINCHA",1
"2021-07-11","F","45-64","ICA","ICA",3
"2021-07-11","F","45-64","ICA","PISCO",2
"2021-07-11","F","45-64","JUNIN","HUANCAYO",3
"2021-07-11","F","45-64","JUNIN","TARMA",2
"2021-07-11","F","45-64","LA LIBERTAD","TRUJILLO",1
"2021-07-11","F","45-64","LAMBAYEQUE","CHICLAYO",1
"2021-07-11","F","45-64","LAMBAYEQUE","LAMBAYEQUE",1
"2021-07-11","F","45-64","LIMA","BARRANCA",2
"2021-07-11","F","45-64","LIMA","CAÑETE",2
"2021-07-11","F","45-64","LIMA","HUARAL",2
"2021-07-11","F","45-64","LIMA","HUAROCHIRI",1
"2021-07-11","F","45-64","LIMA","HUAURA",1
"2021-07-11","F","45-64","LIMA","LIMA",7
"2021-07-11","F","45-64","LORETO","MAYNAS",1
"2021-07-11","F","45-64","MOQUEGUA","ILO",1
"2021-07-11","F","45-64","MOQUEGUA","MARISCAL NIETO",1
"2021-07-11","F","45-64","PASCO","OXAPAMPA",1
"2021-07-11","F","45-64","PIURA","SULLANA",1
"2021-07-11","F","45-64","PUNO","CARABAYA",1
"2021-07-11","F","45-64","PUNO","EL COLLAO",2
"2021-07-11","F","45-64","PUNO","PUNO",1
"2021-07-11","F","45-64","PUNO","SAN ROMAN",1
"2021-07-11","F","45-64","SAN MARTIN","BELLAVISTA",1
"2021-07-11","F","45-64","SAN MARTIN","EL DORADO",1
"2021-07-11","F","45-64","SAN MARTIN","MOYOBAMBA",1
"2021-07-11","F","45-64","TUMBES","ZARUMILLA",1
"2021-07-11","F","45-64","UCAYALI","CORONEL PORTILLO",1
"2021-07-11","F","65+","AMAZONAS","CHACHAPOYAS",1
"2021-07-11","F","65+","ANCASH","CARHUAZ",1
"2021-07-11","F","65+","ANCASH","HUAYLAS",1
"2021-07-11","F","65+","ANCASH","MARISCAL LUZURIAGA",1
"2021-07-11","F","65+","ANCASH","SANTA",1
"2021-07-11","F","65+","APURIMAC","ANDAHUAYLAS",1
"2021-07-11","F","65+","APURIMAC","AYMARAES",1
"2021-07-11","F","65+","APURIMAC","COTABAMBAS",1
"2021-07-11","F","65+","AREQUIPA","AREQUIPA",4
"2021-07-11","F","65+","AREQUIPA","CAMANA",2
"2021-07-11","F","65+","AREQUIPA","CARAVELI",2
"2021-07-11","F","65+","AREQUIPA","CASTILLA",1
"2021-07-11","F","65+","AREQUIPA","CONDESUYOS",2
"2021-07-11","F","65+","AREQUIPA","ISLAY",1
"2021-07-11","F","65+","AYACUCHO","HUAMANGA",2
"2021-07-11","F","65+","CAJAMARCA","CAJAMARCA",1
"2021-07-11","F","65+","CAJAMARCA","CHOTA",1
"2021-07-11","F","65+","CAJAMARCA","CUTERVO",1
"2021-07-11","F","65+","CALLAO","CALLAO",3
"2021-07-11","F","65+","CUSCO","CANCHIS",1
"2021-07-11","F","65+","CUSCO","CUSCO",2
"2021-07-11","F","65+","HUANCAVELICA","ACOBAMBA",1
"2021-07-11","F","65+","HUANCAVELICA","ANGARAES",1
"2021-07-11","F","65+","HUANCAVELICA","HUANCAVELICA",1
"2021-07-11","F","65+","HUANUCO","HUANUCO",2
"2021-07-11","F","65+","HUANUCO","LEONCIO PRADO",1
"2021-07-11","F","65+","HUANUCO","MARAÑON",1
"2021-07-11","F","65+","ICA","CHINCHA",1
"2021-07-11","F","65+","ICA","ICA",5
"2021-07-11","F","65+","ICA","NAZCA",1
"2021-07-11","F","65+","JUNIN","HUANCAYO",3
"2021-07-11","F","65+","JUNIN","JAUJA",1
"2021-07-11","F","65+","LA LIBERTAD","CHEPEN",1
"2021-07-11","F","65+","LA LIBERTAD","PATAZ",1
"2021-07-11","F","65+","LA LIBERTAD","TRUJILLO",2
"2021-07-11","F","65+","LAMBAYEQUE","CHICLAYO",4
"2021-07-11","F","65+","LIMA","CAÑETE",1
"2021-07-11","F","65+","LIMA","HUAROCHIRI",1
"2021-07-11","F","65+","LIMA","LIMA",7
"2021-07-11","F","65+","LORETO","MAYNAS",1
"2021-07-11","F","65+","MOQUEGUA","ILO",2
"2021-07-11","F","65+","MOQUEGUA","MARISCAL NIETO",3
"2021-07-11","F","65+","PASCO","DANIEL ALCIDES CARRION",1
"2021-07-11","F","65+","PIURA","HUANCABAMBA",1
"2021-07-11","F","65+","PIURA","MORROPON",1
"2021-07-11","F","65+","PIURA","PIURA",4
"2021-07-11","F","65+","PIURA","SECHURA",1
"2021-07-11","F","65+","PIURA","SULLANA",1
"2021-07-11","F","65+","PIURA","TALARA",1
"2021-07-11","F","65+","PUNO","CHUCUITO",1
"2021-07-11","F","65+","PUNO","EL COLLAO",1
"2021-07-11","F","65+","PUNO","PUNO",1
"2021-07-11","F","65+","PUNO","SAN ROMAN",2
"2021-07-11","F","65+","SAN MARTIN","BELLAVISTA",1
"2021-07-11","F","65+","SAN MARTIN","SAN MARTIN",1
"2021-07-11","F","65+","SAN MARTIN","TOCACHE",1
"2021-07-11","F","65+","TACNA","TACNA",2
"2021-07-11","F","65+","TUMBES","TUMBES",1
"2021-07-11","M","0-17","LA LIBERTAD","TRUJILLO",1
"2021-07-11","M","0-17","LIMA","LIMA",1
"2021-07-11","M","18-44","AREQUIPA","AREQUIPA",6
"2021-07-11","M","18-44","AREQUIPA","CASTILLA",1
"2021-07-11","M","18-44","AYACUCHO","HUAMANGA",1
"2021-07-11","M","18-44","AYACUCHO","LUCANAS",1
"2021-07-11","M","18-44","CAJAMARCA","CAJAMARCA",1
"2021-07-11","M","18-44","CAJAMARCA","JAEN",1
"2021-07-11","M","18-44","CALLAO","CALLAO",2
"2021-07-11","M","18-44","CUSCO","CHUMBIVILCAS",1
"2021-07-11","M","18-44","CUSCO","CUSCO",1
"2021-07-11","M","18-44","HUANCAVELICA","CHURCAMPA",1
"2021-07-11","M","18-44","HUANUCO","HUANUCO",1
"2021-07-11","M","18-44","HUANUCO","LEONCIO PRADO",1
"2021-07-11","M","18-44","ICA","ICA",4
"2021-07-11","M","18-44","ICA","PISCO",1
"2021-07-11","M","18-44","JUNIN","HUANCAYO",2
"2021-07-11","M","18-44","JUNIN","SATIPO",1
"2021-07-11","M","18-44","LA LIBERTAD","TRUJILLO",1
"2021-07-11","M","18-44","LIMA","CAÑETE",1
"2021-07-11","M","18-44","LIMA","HUAURA",1
"2021-07-11","M","18-44","LIMA","LIMA",6
"2021-07-11","M","18-44","LORETO","MAYNAS",3
"2021-07-11","M","18-44","MADRE DE DIOS","TAMBOPATA",2
"2021-07-11","M","18-44","PASCO","DANIEL ALCIDES CARRION",1
"2021-07-11","M","18-44","PIURA","PAITA",1
"2021-07-11","M","18-44","PIURA","SULLANA",1
"2021-07-11","M","18-44","PUNO","CARABAYA",1
"2021-07-11","M","18-44","PUNO","LAMPA",1
"2021-07-11","M","18-44","PUNO","SAN ROMAN",2
"2021-07-11","M","18-44","TACNA","TACNA",1
"2021-07-11","M","45-64","AMAZONAS","BAGUA",1
"2021-07-11","M","45-64","AMAZONAS","UTCUBAMBA",1
"2021-07-11","M","45-64","ANCASH","CARLOS FERMIN FITZCARRALD",2
"2021-07-11","M","45-64","ANCASH","CASMA",1
"2021-07-11","M","45-64","ANCASH","HUARAZ",2
"2021-07-11","M","45-64","ANCASH","YUNGAY",1
"2021-07-11","M","45-64","APURIMAC","COTABAMBAS",1
"2021-07-11","M","45-64","AREQUIPA","AREQUIPA",7
"2021-07-11","M","45-64","AREQUIPA","CAMANA",2
"2021-07-11","M","45-64","AREQUIPA","CAYLLOMA",4
"2021-07-11","M","45-64","AREQUIPA","CONDESUYOS",1
"2021-07-11","M","45-64","AREQUIPA","ISLAY",1
"2021-07-11","M","45-64","AYACUCHO","HUAMANGA",3
"2021-07-11","M","45-64","AYACUCHO","LA MAR",1
"2021-07-11","M","45-64","AYACUCHO","LUCANAS",1
