"year_week","sexo","agrp","dpt_cdc","prov_cdc","n"
"2020-07-19","M","45-64","LIMA","CAÑETE",4
"2020-07-19","M","45-64","LIMA","HUARAL",5
"2020-07-19","M","45-64","LIMA","HUAROCHIRI",2
"2020-07-19","M","45-64","LIMA","HUAURA",4
"2020-07-19","M","45-64","LIMA","LIMA",7
"2020-07-19","M","45-64","LORETO","ALTO AMAZONAS",2
"2020-07-19","M","45-64","LORETO","DATEM DEL MARAÑON",2
"2020-07-19","M","45-64","LORETO","LORETO",1
"2020-07-19","M","45-64","LORETO","MAYNAS",1
"2020-07-19","M","45-64","MADRE DE DIOS","TAMBOPATA",4
"2020-07-19","M","45-64","MOQUEGUA","ILO",5
"2020-07-19","M","45-64","MOQUEGUA","MARISCAL NIETO",6
"2020-07-19","M","45-64","PASCO","OXAPAMPA",1
"2020-07-19","M","45-64","PASCO","PASCO",4
"2020-07-19","M","45-64","PIURA","AYABACA",1
"2020-07-19","M","45-64","PIURA","HUANCABAMBA",1
"2020-07-19","M","45-64","PIURA","MORROPON",2
"2020-07-19","M","45-64","PIURA","PAITA",5
"2020-07-19","M","45-64","PIURA","PIURA",6
"2020-07-19","M","45-64","PIURA","SULLANA",2
"2020-07-19","M","45-64","PIURA","TALARA",1
"2020-07-19","M","45-64","PUNO","AZANGARO",2
"2020-07-19","M","45-64","PUNO","CARABAYA",2
"2020-07-19","M","45-64","PUNO","CHUCUITO",1
"2020-07-19","M","45-64","PUNO","HUANCANE",1
"2020-07-19","M","45-64","PUNO","MOHO",1
"2020-07-19","M","45-64","PUNO","PUNO",2
"2020-07-19","M","45-64","PUNO","SAN ROMAN",5
"2020-07-19","M","45-64","PUNO","SANDIA",1
"2020-07-19","M","45-64","SAN MARTIN","BELLAVISTA",2
"2020-07-19","M","45-64","SAN MARTIN","EL DORADO",1
"2020-07-19","M","45-64","SAN MARTIN","LAMAS",2
"2020-07-19","M","45-64","SAN MARTIN","MARISCAL CACERES",1
"2020-07-19","M","45-64","SAN MARTIN","MOYOBAMBA",3
"2020-07-19","M","45-64","SAN MARTIN","RIOJA",2
"2020-07-19","M","45-64","SAN MARTIN","SAN MARTIN",5
"2020-07-19","M","45-64","SAN MARTIN","TOCACHE",1
"2020-07-19","M","45-64","TACNA","TACNA",6
"2020-07-19","M","45-64","TUMBES","TUMBES",4
"2020-07-19","M","45-64","UCAYALI","ATALAYA",1
"2020-07-19","M","45-64","UCAYALI","CORONEL PORTILLO",4
"2020-07-19","M","45-64","UCAYALI","PADRE ABAD",1
"2020-07-19","M","65+","AMAZONAS","BAGUA",6
"2020-07-19","M","65+","AMAZONAS","CONDORCANQUI",3
"2020-07-19","M","65+","AMAZONAS","UTCUBAMBA",3
"2020-07-19","M","65+","ANCASH","CASMA",2
"2020-07-19","M","65+","ANCASH","HUARAZ",7
"2020-07-19","M","65+","ANCASH","HUARI",2
"2020-07-19","M","65+","ANCASH","HUAYLAS",1
"2020-07-19","M","65+","ANCASH","OCROS",1
"2020-07-19","M","65+","ANCASH","SANTA",7
"2020-07-19","M","65+","ANCASH","SIHUAS",1
"2020-07-19","M","65+","ANCASH","YUNGAY",1
"2020-07-19","M","65+","APURIMAC","ABANCAY",3
"2020-07-19","M","65+","APURIMAC","ANDAHUAYLAS",1
"2020-07-19","M","65+","APURIMAC","COTABAMBAS",1
"2020-07-19","M","65+","AREQUIPA","AREQUIPA",7
"2020-07-19","M","65+","AREQUIPA","CASTILLA",2
"2020-07-19","M","65+","AREQUIPA","CAYLLOMA",5
"2020-07-19","M","65+","AREQUIPA","ISLAY",1
"2020-07-19","M","65+","AYACUCHO","HUAMANGA",5
"2020-07-19","M","65+","AYACUCHO","HUANTA",3
"2020-07-19","M","65+","AYACUCHO","LUCANAS",1
"2020-07-19","M","65+","CAJAMARCA","CAJAMARCA",7
"2020-07-19","M","65+","CAJAMARCA","CUTERVO",1
"2020-07-19","M","65+","CAJAMARCA","HUALGAYOC",3
"2020-07-19","M","65+","CAJAMARCA","JAEN",7
"2020-07-19","M","65+","CAJAMARCA","SAN IGNACIO",2
"2020-07-19","M","65+","CAJAMARCA","SAN PABLO",2
"2020-07-19","M","65+","CALLAO","CALLAO",7
"2020-07-19","M","65+","CUSCO","ANTA",1
"2020-07-19","M","65+","CUSCO","CUSCO",6
"2020-07-19","M","65+","CUSCO","LA CONVENCION",2
"2020-07-19","M","65+","CUSCO","URUBAMBA",1
"2020-07-19","M","65+","HUANCAVELICA","ACOBAMBA",2
"2020-07-19","M","65+","HUANCAVELICA","ANGARAES",2
"2020-07-19","M","65+","HUANCAVELICA","HUANCAVELICA",5
"2020-07-19","M","65+","HUANCAVELICA","TAYACAJA",2
"2020-07-19","M","65+","HUANUCO","AMBO",1
"2020-07-19","M","65+","HUANUCO","DOS DE MAYO",2
"2020-07-19","M","65+","HUANUCO","HUANUCO",6
"2020-07-19","M","65+","HUANUCO","LEONCIO PRADO",5
"2020-07-19","M","65+","ICA","CHINCHA",7
"2020-07-19","M","65+","ICA","ICA",7
"2020-07-19","M","65+","ICA","NAZCA",3
"2020-07-19","M","65+","ICA","PALPA",1
"2020-07-19","M","65+","ICA","PISCO",7
"2020-07-19","M","65+","JUNIN","CHANCHAMAYO",4
"2020-07-19","M","65+","JUNIN","HUANCAYO",7
"2020-07-19","M","65+","JUNIN","JAUJA",2
"2020-07-19","M","65+","JUNIN","JUNIN",1
"2020-07-19","M","65+","JUNIN","SATIPO",2
"2020-07-19","M","65+","JUNIN","TARMA",2
"2020-07-19","M","65+","JUNIN","YAULI",2
"2020-07-19","M","65+","LA LIBERTAD","ASCOPE",5
"2020-07-19","M","65+","LA LIBERTAD","CHEPEN",5
"2020-07-19","M","65+","LA LIBERTAD","OTUZCO",1
"2020-07-19","M","65+","LA LIBERTAD","PACASMAYO",5
"2020-07-19","M","65+","LA LIBERTAD","SANTIAGO DE CHUCO",4
"2020-07-19","M","65+","LA LIBERTAD","TRUJILLO",7
"2020-07-19","M","65+","LA LIBERTAD","VIRU",5
"2020-07-19","M","65+","LAMBAYEQUE","CHICLAYO",7
"2020-07-19","M","65+","LAMBAYEQUE","FERREÑAFE",4
"2020-07-19","M","65+","LAMBAYEQUE","LAMBAYEQUE",5
"2020-07-19","M","65+","LIMA","BARRANCA",7
"2020-07-19","M","65+","LIMA","CAJATAMBO",1
"2020-07-19","M","65+","LIMA","CAÑETE",6
"2020-07-19","M","65+","LIMA","CANTA",2
"2020-07-19","M","65+","LIMA","HUARAL",5
"2020-07-19","M","65+","LIMA","HUAURA",7
"2020-07-19","M","65+","LIMA","LIMA",7
"2020-07-19","M","65+","LIMA","YAUYOS",1
"2020-07-19","M","65+","LORETO","ALTO AMAZONAS",3
"2020-07-19","M","65+","LORETO","DATEM DEL MARAÑON",3
"2020-07-19","M","65+","LORETO","LORETO",1
"2020-07-19","M","65+","LORETO","MAYNAS",4
"2020-07-19","M","65+","MADRE DE DIOS","TAMBOPATA",5
"2020-07-19","M","65+","MOQUEGUA","GENERAL SANCHEZ CERRO",2
"2020-07-19","M","65+","MOQUEGUA","ILO",7
"2020-07-19","M","65+","MOQUEGUA","MARISCAL NIETO",7
"2020-07-19","M","65+","PASCO","OXAPAMPA",1
"2020-07-19","M","65+","PASCO","PASCO",3
"2020-07-19","M","65+","PIURA","AYABACA",1
"2020-07-19","M","65+","PIURA","HUANCABAMBA",1
"2020-07-19","M","65+","PIURA","MORROPON",3
"2020-07-19","M","65+","PIURA","PAITA",5
"2020-07-19","M","65+","PIURA","PIURA",6
"2020-07-19","M","65+","PIURA","SECHURA",2
"2020-07-19","M","65+","PIURA","SULLANA",5
"2020-07-19","M","65+","PIURA","TALARA",2
"2020-07-19","M","65+","PUNO","AZANGARO",1
"2020-07-19","M","65+","PUNO","CHUCUITO",1
"2020-07-19","M","65+","PUNO","EL COLLAO",1
"2020-07-19","M","65+","PUNO","HUANCANE",1
"2020-07-19","M","65+","PUNO","PUNO",4
"2020-07-19","M","65+","PUNO","SAN ROMAN",6
"2020-07-19","M","65+","PUNO","YUNGUYO",1
"2020-07-19","M","65+","SAN MARTIN","BELLAVISTA",2
"2020-07-19","M","65+","SAN MARTIN","EL DORADO",4
"2020-07-19","M","65+","SAN MARTIN","HUALLAGA",2
"2020-07-19","M","65+","SAN MARTIN","LAMAS",3
"2020-07-19","M","65+","SAN MARTIN","MARISCAL CACERES",2
"2020-07-19","M","65+","SAN MARTIN","MOYOBAMBA",5
"2020-07-19","M","65+","SAN MARTIN","PICOTA",1
"2020-07-19","M","65+","SAN MARTIN","RIOJA",2
"2020-07-19","M","65+","SAN MARTIN","SAN MARTIN",5
"2020-07-19","M","65+","SAN MARTIN","TOCACHE",4
"2020-07-19","M","65+","TACNA","JORGE BASADRE",1
"2020-07-19","M","65+","TACNA","TACNA",6
"2020-07-19","M","65+","TUMBES","CONTRALMIRANTE VILLAR",2
"2020-07-19","M","65+","TUMBES","TUMBES",6
"2020-07-19","M","65+","TUMBES","ZARUMILLA",2
"2020-07-19","M","65+","UCAYALI","CORONEL PORTILLO",5
"2020-07-19","M","65+","UCAYALI","PADRE ABAD",2
"2020-07-26","F","0-17","JUNIN","CHUPACA",1
"2020-07-26","F","0-17","JUNIN","HUANCAYO",1
"2020-07-26","F","0-17","LA LIBERTAD","TRUJILLO",1
"2020-07-26","F","0-17","LIMA","LIMA",2
"2020-07-26","F","0-17","PIURA","PIURA",1
"2020-07-26","F","0-17","UCAYALI","CORONEL PORTILLO",1
"2020-07-26","F","18-44","AMAZONAS","BAGUA",1
"2020-07-26","F","18-44","AMAZONAS","RODRIGUEZ DE MENDOZA",1
"2020-07-26","F","18-44","ANCASH","SANTA",1
"2020-07-26","F","18-44","AREQUIPA","AREQUIPA",5
"2020-07-26","F","18-44","AREQUIPA","CAMANA",1
"2020-07-26","F","18-44","AREQUIPA","ISLAY",1
"2020-07-26","F","18-44","AYACUCHO","HUAMANGA",1
"2020-07-26","F","18-44","CAJAMARCA","CUTERVO",1
"2020-07-26","F","18-44","CALLAO","CALLAO",1
"2020-07-26","F","18-44","CUSCO","CUSCO",2
"2020-07-26","F","18-44","CUSCO","URUBAMBA",1
"2020-07-26","F","18-44","HUANCAVELICA","ANGARAES",1
"2020-07-26","F","18-44","ICA","ICA",2
"2020-07-26","F","18-44","ICA","NAZCA",1
"2020-07-26","F","18-44","ICA","PISCO",1
"2020-07-26","F","18-44","JUNIN","CHANCHAMAYO",1
"2020-07-26","F","18-44","JUNIN","CHUPACA",1
"2020-07-26","F","18-44","JUNIN","JAUJA",1
"2020-07-26","F","18-44","LA LIBERTAD","CHEPEN",1
"2020-07-26","F","18-44","LA LIBERTAD","JULCAN",1
"2020-07-26","F","18-44","LA LIBERTAD","TRUJILLO",4
"2020-07-26","F","18-44","LA LIBERTAD","VIRU",1
"2020-07-26","F","18-44","LAMBAYEQUE","CHICLAYO",2
"2020-07-26","F","18-44","LIMA","CAJATAMBO",1
"2020-07-26","F","18-44","LIMA","CAÑETE",4
"2020-07-26","F","18-44","LIMA","HUAROCHIRI",1
"2020-07-26","F","18-44","LIMA","HUAURA",1
"2020-07-26","F","18-44","LIMA","LIMA",7
"2020-07-26","F","18-44","LORETO","LORETO",1
"2020-07-26","F","18-44","LORETO","MAYNAS",1
"2020-07-26","F","18-44","LORETO","REQUENA",1
"2020-07-26","F","18-44","MOQUEGUA","ILO",1
"2020-07-26","F","18-44","PIURA","MORROPON",1
"2020-07-26","F","18-44","PIURA","PIURA",4
"2020-07-26","F","18-44","PUNO","PUNO",1
"2020-07-26","F","18-44","PUNO","SAN ROMAN",1
"2020-07-26","F","18-44","SAN MARTIN","MOYOBAMBA",2
"2020-07-26","F","18-44","SAN MARTIN","RIOJA",1
"2020-07-26","F","18-44","SAN MARTIN","SAN MARTIN",1
"2020-07-26","F","18-44","TACNA","TACNA",1
"2020-07-26","F","18-44","TUMBES","CONTRALMIRANTE VILLAR",1
"2020-07-26","F","18-44","UCAYALI","CORONEL PORTILLO",2
"2020-07-26","F","45-64","AMAZONAS","BAGUA",2
"2020-07-26","F","45-64","ANCASH","HUARAZ",2
"2020-07-26","F","45-64","ANCASH","HUARMEY",1
"2020-07-26","F","45-64","ANCASH","HUAYLAS",1
"2020-07-26","F","45-64","ANCASH","SANTA",5
"2020-07-26","F","45-64","ANCASH","YUNGAY",1
"2020-07-26","F","45-64","AREQUIPA","AREQUIPA",7
"2020-07-26","F","45-64","AREQUIPA","CAMANA",1
"2020-07-26","F","45-64","AREQUIPA","CAYLLOMA",3
"2020-07-26","F","45-64","AREQUIPA","ISLAY",4
"2020-07-26","F","45-64","AYACUCHO","HUAMANGA",3
"2020-07-26","F","45-64","AYACUCHO","HUANTA",1
"2020-07-26","F","45-64","CAJAMARCA","CAJAMARCA",3
"2020-07-26","F","45-64","CAJAMARCA","CHOTA",1
"2020-07-26","F","45-64","CAJAMARCA","JAEN",4
"2020-07-26","F","45-64","CAJAMARCA","SAN MARCOS",1
"2020-07-26","F","45-64","CALLAO","CALLAO",6
"2020-07-26","F","45-64","CUSCO","CALCA",1
"2020-07-26","F","45-64","CUSCO","CUSCO",6
"2020-07-26","F","45-64","CUSCO","LA CONVENCION",1
"2020-07-26","F","45-64","HUANUCO","HUANUCO",2
"2020-07-26","F","45-64","HUANUCO","LEONCIO PRADO",1
"2020-07-26","F","45-64","HUANUCO","PUERTO INCA",1
"2020-07-26","F","45-64","ICA","CHINCHA",1
"2020-07-26","F","45-64","ICA","ICA",6
"2020-07-26","F","45-64","ICA","NAZCA",2
"2020-07-26","F","45-64","ICA","PISCO",2
"2020-07-26","F","45-64","JUNIN","CHANCHAMAYO",5
"2020-07-26","F","45-64","JUNIN","CHUPACA",2
"2020-07-26","F","45-64","JUNIN","HUANCAYO",6
"2020-07-26","F","45-64","JUNIN","JAUJA",2
"2020-07-26","F","45-64","JUNIN","JUNIN",1
"2020-07-26","F","45-64","JUNIN","SATIPO",1
"2020-07-26","F","45-64","JUNIN","TARMA",1
"2020-07-26","F","45-64","LA LIBERTAD","ASCOPE",3
"2020-07-26","F","45-64","LA LIBERTAD","PACASMAYO",3
"2020-07-26","F","45-64","LA LIBERTAD","TRUJILLO",7
"2020-07-26","F","45-64","LA LIBERTAD","VIRU",1
"2020-07-26","F","45-64","LAMBAYEQUE","CHICLAYO",7
"2020-07-26","F","45-64","LAMBAYEQUE","FERREÑAFE",1
"2020-07-26","F","45-64","LAMBAYEQUE","LAMBAYEQUE",2
"2020-07-26","F","45-64","LIMA","BARRANCA",5
"2020-07-26","F","45-64","LIMA","CAÑETE",2
"2020-07-26","F","45-64","LIMA","HUARAL",4
"2020-07-26","F","45-64","LIMA","HUAROCHIRI",2
"2020-07-26","F","45-64","LIMA","HUAURA",2
"2020-07-26","F","45-64","LIMA","LIMA",7
"2020-07-26","F","45-64","LORETO","DATEM DEL MARAÑON",1
"2020-07-26","F","45-64","LORETO","MAYNAS",1
"2020-07-26","F","45-64","MADRE DE DIOS","TAMBOPATA",2
"2020-07-26","F","45-64","MOQUEGUA","ILO",2
"2020-07-26","F","45-64","MOQUEGUA","MARISCAL NIETO",3
"2020-07-26","F","45-64","PASCO","PASCO",1
"2020-07-26","F","45-64","PIURA","AYABACA",1
"2020-07-26","F","45-64","PIURA","HUANCABAMBA",1
"2020-07-26","F","45-64","PIURA","MORROPON",2
"2020-07-26","F","45-64","PIURA","PAITA",3
"2020-07-26","F","45-64","PIURA","PIURA",4
"2020-07-26","F","45-64","PIURA","SULLANA",2
"2020-07-26","F","45-64","PIURA","TALARA",1
"2020-07-26","F","45-64","PUNO","EL COLLAO",1
"2020-07-26","F","45-64","PUNO","HUANCANE",1
"2020-07-26","F","45-64","PUNO","PUNO",1
"2020-07-26","F","45-64","PUNO","SAN ROMAN",3
"2020-07-26","F","45-64","SAN MARTIN","BELLAVISTA",1
"2020-07-26","F","45-64","SAN MARTIN","HUALLAGA",1
"2020-07-26","F","45-64","SAN MARTIN","MARISCAL CACERES",1
"2020-07-26","F","45-64","SAN MARTIN","MOYOBAMBA",4
"2020-07-26","F","45-64","SAN MARTIN","RIOJA",1
"2020-07-26","F","45-64","SAN MARTIN","SAN MARTIN",1
"2020-07-26","F","45-64","SAN MARTIN","TOCACHE",1
"2020-07-26","F","45-64","TACNA","TACNA",6
"2020-07-26","F","45-64","TUMBES","TUMBES",2
"2020-07-26","F","45-64","TUMBES","ZARUMILLA",1
"2020-07-26","F","45-64","UCAYALI","ATALAYA",1
"2020-07-26","F","45-64","UCAYALI","CORONEL PORTILLO",4
"2020-07-26","F","65+","AMAZONAS","BAGUA",4
"2020-07-26","F","65+","ANCASH","CARLOS FERMIN FITZCARRALD",1
"2020-07-26","F","65+","ANCASH","CASMA",1
"2020-07-26","F","65+","ANCASH","HUARAZ",5
"2020-07-26","F","65+","ANCASH","HUAYLAS",1
"2020-07-26","F","65+","ANCASH","SANTA",5
"2020-07-26","F","65+","APURIMAC","ANDAHUAYLAS",1
"2020-07-26","F","65+","APURIMAC","CHINCHEROS",1
"2020-07-26","F","65+","AREQUIPA","AREQUIPA",7
"2020-07-26","F","65+","AREQUIPA","CARAVELI",1
"2020-07-26","F","65+","AREQUIPA","CASTILLA",1
"2020-07-26","F","65+","AREQUIPA","CAYLLOMA",1
"2020-07-26","F","65+","AREQUIPA","ISLAY",3
"2020-07-26","F","65+","AYACUCHO","HUAMANGA",5
"2020-07-26","F","65+","AYACUCHO","LA MAR",1
"2020-07-26","F","65+","AYACUCHO","LUCANAS",1
"2020-07-26","F","65+","AYACUCHO","PARINACOCHAS",2
"2020-07-26","F","65+","AYACUCHO","PAUCAR DEL SARA SARA",1
"2020-07-26","F","65+","CAJAMARCA","CAJAMARCA",6
"2020-07-26","F","65+","CAJAMARCA","HUALGAYOC",1
"2020-07-26","F","65+","CAJAMARCA","JAEN",6
"2020-07-26","F","65+","CAJAMARCA","SAN IGNACIO",1
"2020-07-26","F","65+","CALLAO","CALLAO",7
"2020-07-26","F","65+","CUSCO","ACOMAYO",1
"2020-07-26","F","65+","CUSCO","CANCHIS",2
"2020-07-26","F","65+","CUSCO","CUSCO",7
"2020-07-26","F","65+","CUSCO","LA CONVENCION",1
"2020-07-26","F","65+","CUSCO","QUISPICANCHI",1
"2020-07-26","F","65+","HUANCAVELICA","HUANCAVELICA",2
"2020-07-26","F","65+","HUANCAVELICA","TAYACAJA",2
"2020-07-26","F","65+","HUANUCO","HUANUCO",5
"2020-07-26","F","65+","HUANUCO","LEONCIO PRADO",2
"2020-07-26","F","65+","ICA","CHINCHA",5
"2020-07-26","F","65+","ICA","ICA",7
"2020-07-26","F","65+","ICA","NAZCA",3
"2020-07-26","F","65+","ICA","PISCO",5
"2020-07-26","F","65+","JUNIN","CHANCHAMAYO",2
"2020-07-26","F","65+","JUNIN","CHUPACA",1
"2020-07-26","F","65+","JUNIN","HUANCAYO",7
"2020-07-26","F","65+","JUNIN","YAULI",1
"2020-07-26","F","65+","LA LIBERTAD","ASCOPE",5
"2020-07-26","F","65+","LA LIBERTAD","CHEPEN",2
"2020-07-26","F","65+","LA LIBERTAD","OTUZCO",2
"2020-07-26","F","65+","LA LIBERTAD","PACASMAYO",3
"2020-07-26","F","65+","LA LIBERTAD","SANTIAGO DE CHUCO",1
"2020-07-26","F","65+","LA LIBERTAD","TRUJILLO",7
"2020-07-26","F","65+","LA LIBERTAD","VIRU",2
"2020-07-26","F","65+","LAMBAYEQUE","CHICLAYO",7
"2020-07-26","F","65+","LAMBAYEQUE","FERREÑAFE",2
"2020-07-26","F","65+","LAMBAYEQUE","LAMBAYEQUE",4
"2020-07-26","F","65+","LIMA","BARRANCA",4
"2020-07-26","F","65+","LIMA","CAÑETE",5
"2020-07-26","F","65+","LIMA","HUARAL",5
"2020-07-26","F","65+","LIMA","HUAROCHIRI",1
"2020-07-26","F","65+","LIMA","HUAURA",4
"2020-07-26","F","65+","LIMA","LIMA",7
"2020-07-26","F","65+","LORETO","ALTO AMAZONAS",3
"2020-07-26","F","65+","LORETO","DATEM DEL MARAÑON",1
"2020-07-26","F","65+","LORETO","LORETO",1
"2020-07-26","F","65+","LORETO","MAYNAS",2
"2020-07-26","F","65+","LORETO","REQUENA",4
"2020-07-26","F","65+","LORETO","UCAYALI",1
"2020-07-26","F","65+","MADRE DE DIOS","TAHUAMANU",1
"2020-07-26","F","65+","MADRE DE DIOS","TAMBOPATA",2
"2020-07-26","F","65+","MOQUEGUA","ILO",3
"2020-07-26","F","65+","MOQUEGUA","MARISCAL NIETO",4
"2020-07-26","F","65+","PASCO","PASCO",1
"2020-07-26","F","65+","PIURA","MORROPON",2
"2020-07-26","F","65+","PIURA","PAITA",3
"2020-07-26","F","65+","PIURA","PIURA",4
"2020-07-26","F","65+","PIURA","SECHURA",3
"2020-07-26","F","65+","PIURA","SULLANA",1
"2020-07-26","F","65+","PIURA","TALARA",3
"2020-07-26","F","65+","PUNO","EL COLLAO",1
"2020-07-26","F","65+","PUNO","PUNO",7
"2020-07-26","F","65+","PUNO","SAN ROMAN",5
"2020-07-26","F","65+","PUNO","YUNGUYO",1
"2020-07-26","F","65+","SAN MARTIN","BELLAVISTA",2
"2020-07-26","F","65+","SAN MARTIN","MOYOBAMBA",4
"2020-07-26","F","65+","SAN MARTIN","PICOTA",2
"2020-07-26","F","65+","SAN MARTIN","RIOJA",1
"2020-07-26","F","65+","SAN MARTIN","SAN MARTIN",2
"2020-07-26","F","65+","SAN MARTIN","TOCACHE",2
"2020-07-26","F","65+","TACNA","TACNA",6
"2020-07-26","F","65+","TUMBES","TUMBES",3
"2020-07-26","F","65+","TUMBES","ZARUMILLA",1
"2020-07-26","F","65+","UCAYALI","ATALAYA",3
"2020-07-26","F","65+","UCAYALI","CORONEL PORTILLO",4
"2020-07-26","M","0-17","LIMA","LIMA",3
"2020-07-26","M","0-17","LORETO","MARISCAL RAMON CASTILLA",1
"2020-07-26","M","0-17","LORETO","MAYNAS",1
"2020-07-26","M","0-17","UCAYALI","CORONEL PORTILLO",1
"2020-07-26","M","18-44","AMAZONAS","BAGUA",2
"2020-07-26","M","18-44","AMAZONAS","UTCUBAMBA",2
"2020-07-26","M","18-44","ANCASH","CARHUAZ",1
"2020-07-26","M","18-44","ANCASH","HUARAZ",2
"2020-07-26","M","18-44","ANCASH","HUARI",1
"2020-07-26","M","18-44","ANCASH","SANTA",4
"2020-07-26","M","18-44","AREQUIPA","AREQUIPA",4
"2020-07-26","M","18-44","AYACUCHO","CANGALLO",1
"2020-07-26","M","18-44","AYACUCHO","HUAMANGA",4
"2020-07-26","M","18-44","CAJAMARCA","CAJAMARCA",2
"2020-07-26","M","18-44","CAJAMARCA","JAEN",1
"2020-07-26","M","18-44","CAJAMARCA","SAN MIGUEL",1
"2020-07-26","M","18-44","CALLAO","CALLAO",4
"2020-07-26","M","18-44","CUSCO","CANCHIS",1
"2020-07-26","M","18-44","CUSCO","CUSCO",4
"2020-07-26","M","18-44","CUSCO","LA CONVENCION",1
"2020-07-26","M","18-44","HUANCAVELICA","HUANCAVELICA",1
"2020-07-26","M","18-44","HUANUCO","HUANUCO",2
"2020-07-26","M","18-44","HUANUCO","LEONCIO PRADO",1
"2020-07-26","M","18-44","ICA","CHINCHA",2
"2020-07-26","M","18-44","ICA","ICA",3
"2020-07-26","M","18-44","ICA","PALPA",1
"2020-07-26","M","18-44","ICA","PISCO",2
"2020-07-26","M","18-44","JUNIN","CHANCHAMAYO",1
"2020-07-26","M","18-44","JUNIN","CHUPACA",1
"2020-07-26","M","18-44","JUNIN","HUANCAYO",5
"2020-07-26","M","18-44","LA LIBERTAD","ASCOPE",1
"2020-07-26","M","18-44","LA LIBERTAD","CHEPEN",1
"2020-07-26","M","18-44","LA LIBERTAD","SANTIAGO DE CHUCO",1
"2020-07-26","M","18-44","LA LIBERTAD","TRUJILLO",4
"2020-07-26","M","18-44","LA LIBERTAD","VIRU",1
"2020-07-26","M","18-44","LAMBAYEQUE","CHICLAYO",4
"2020-07-26","M","18-44","LAMBAYEQUE","LAMBAYEQUE",1
"2020-07-26","M","18-44","LIMA","BARRANCA",3
"2020-07-26","M","18-44","LIMA","HUAURA",4
"2020-07-26","M","18-44","LIMA","LIMA",7
"2020-07-26","M","18-44","LORETO","LORETO",1
"2020-07-26","M","18-44","LORETO","MAYNAS",2
"2020-07-26","M","18-44","MADRE DE DIOS","TAMBOPATA",1
"2020-07-26","M","18-44","MOQUEGUA","ILO",1
"2020-07-26","M","18-44","MOQUEGUA","MARISCAL NIETO",2
"2020-07-26","M","18-44","PASCO","PASCO",1
"2020-07-26","M","18-44","PIURA","MORROPON",2
"2020-07-26","M","18-44","PIURA","PIURA",3
"2020-07-26","M","18-44","PIURA","SULLANA",3
"2020-07-26","M","18-44","PIURA","TALARA",1
"2020-07-26","M","18-44","PUNO","PUNO",2
"2020-07-26","M","18-44","PUNO","SAN ROMAN",2
"2020-07-26","M","18-44","SAN MARTIN","LAMAS",1
"2020-07-26","M","18-44","SAN MARTIN","PICOTA",1
"2020-07-26","M","18-44","TACNA","TACNA",2
"2020-07-26","M","18-44","TUMBES","TUMBES",1
"2020-07-26","M","18-44","UCAYALI","CORONEL PORTILLO",3
"2020-07-26","M","45-64","AMAZONAS","BAGUA",4
"2020-07-26","M","45-64","AMAZONAS","UTCUBAMBA",2
"2020-07-26","M","45-64","ANCASH","BOLOGNESI",1
"2020-07-26","M","45-64","ANCASH","CARHUAZ",1
"2020-07-26","M","45-64","ANCASH","CASMA",2
"2020-07-26","M","45-64","ANCASH","HUARAZ",5
"2020-07-26","M","45-64","ANCASH","HUAYLAS",2
"2020-07-26","M","45-64","ANCASH","OCROS",1
"2020-07-26","M","45-64","ANCASH","POMABAMBA",1
"2020-07-26","M","45-64","ANCASH","SANTA",7
"2020-07-26","M","45-64","ANCASH","YUNGAY",2
"2020-07-26","M","45-64","APURIMAC","ABANCAY",1
"2020-07-26","M","45-64","APURIMAC","ANDAHUAYLAS",1
"2020-07-26","M","45-64","APURIMAC","AYMARAES",1
"2020-07-26","M","45-64","AREQUIPA","AREQUIPA",7
"2020-07-26","M","45-64","AREQUIPA","CAYLLOMA",2
"2020-07-26","M","45-64","AREQUIPA","ISLAY",1
"2020-07-26","M","45-64","AYACUCHO","HUAMANGA",5
"2020-07-26","M","45-64","AYACUCHO","HUANTA",2
"2020-07-26","M","45-64","AYACUCHO","LUCANAS",1
"2020-07-26","M","45-64","CAJAMARCA","CAJAMARCA",6
"2020-07-26","M","45-64","CAJAMARCA","CUTERVO",1
"2020-07-26","M","45-64","CAJAMARCA","HUALGAYOC",1
"2020-07-26","M","45-64","CAJAMARCA","JAEN",7
"2020-07-26","M","45-64","CALLAO","CALLAO",7
"2020-07-26","M","45-64","CUSCO","CANCHIS",2
"2020-07-26","M","45-64","CUSCO","CUSCO",7
"2020-07-26","M","45-64","CUSCO","LA CONVENCION",1
"2020-07-26","M","45-64","HUANCAVELICA","CHURCAMPA",1
"2020-07-26","M","45-64","HUANCAVELICA","HUANCAVELICA",3
"2020-07-26","M","45-64","HUANCAVELICA","TAYACAJA",1
"2020-07-26","M","45-64","HUANUCO","HUANUCO",4
"2020-07-26","M","45-64","HUANUCO","LEONCIO PRADO",4
"2020-07-26","M","45-64","HUANUCO","PACHITEA",1
"2020-07-26","M","45-64","HUANUCO","PUERTO INCA",1
"2020-07-26","M","45-64","ICA","CHINCHA",5
"2020-07-26","M","45-64","ICA","ICA",6
"2020-07-26","M","45-64","ICA","NAZCA",2
"2020-07-26","M","45-64","ICA","PISCO",5
"2020-07-26","M","45-64","JUNIN","CHANCHAMAYO",5
"2020-07-26","M","45-64","JUNIN","CHUPACA",1
"2020-07-26","M","45-64","JUNIN","CONCEPCION",1
"2020-07-26","M","45-64","JUNIN","HUANCAYO",7
