"fecha_fallecimiento","sexo","agrp","dpt_cdc","prov_cdc","n"
"2021-05-08","M","65+","AYACUCHO","HUANTA",1
"2021-05-08","M","65+","CAJAMARCA","CAJAMARCA",3
"2021-05-08","M","65+","CAJAMARCA","JAEN",2
"2021-05-08","M","65+","CAJAMARCA","SAN MIGUEL",1
"2021-05-08","M","65+","CALLAO","CALLAO",6
"2021-05-08","M","65+","CUSCO","ANTA",1
"2021-05-08","M","65+","CUSCO","CUSCO",2
"2021-05-08","M","65+","CUSCO","LA CONVENCION",1
"2021-05-08","M","65+","CUSCO","QUISPICANCHI",1
"2021-05-08","M","65+","HUANCAVELICA","ANGARAES",1
"2021-05-08","M","65+","HUANCAVELICA","CHURCAMPA",1
"2021-05-08","M","65+","HUANCAVELICA","HUANCAVELICA",1
"2021-05-08","M","65+","HUANUCO","DOS DE MAYO",1
"2021-05-08","M","65+","HUANUCO","HUANUCO",3
"2021-05-08","M","65+","ICA","CHINCHA",2
"2021-05-08","M","65+","ICA","ICA",5
"2021-05-08","M","65+","ICA","PISCO",2
"2021-05-08","M","65+","JUNIN","CHANCHAMAYO",4
"2021-05-08","M","65+","JUNIN","CHUPACA",1
"2021-05-08","M","65+","JUNIN","CONCEPCION",1
"2021-05-08","M","65+","JUNIN","HUANCAYO",4
"2021-05-08","M","65+","JUNIN","JAUJA",1
"2021-05-08","M","65+","JUNIN","JUNIN",1
"2021-05-08","M","65+","LA LIBERTAD","ASCOPE",1
"2021-05-08","M","65+","LA LIBERTAD","CHEPEN",2
"2021-05-08","M","65+","LA LIBERTAD","GRAN CHIMU",1
"2021-05-08","M","65+","LA LIBERTAD","OTUZCO",1
"2021-05-08","M","65+","LA LIBERTAD","TRUJILLO",12
"2021-05-08","M","65+","LA LIBERTAD","VIRU",1
"2021-05-08","M","65+","LAMBAYEQUE","CHICLAYO",9
"2021-05-08","M","65+","LAMBAYEQUE","LAMBAYEQUE",2
"2021-05-08","M","65+","LIMA","BARRANCA",5
"2021-05-08","M","65+","LIMA","CAÑETE",2
"2021-05-08","M","65+","LIMA","HUARAL",1
"2021-05-08","M","65+","LIMA","HUAURA",1
"2021-05-08","M","65+","LIMA","LIMA",51
"2021-05-08","M","65+","LIMA","OYON",1
"2021-05-08","M","65+","LORETO","MAYNAS",1
"2021-05-08","M","65+","MADRE DE DIOS","TAMBOPATA",1
"2021-05-08","M","65+","PIURA","AYABACA",2
"2021-05-08","M","65+","PIURA","MORROPON",1
"2021-05-08","M","65+","PIURA","PAITA",2
"2021-05-08","M","65+","PIURA","PIURA",4
"2021-05-08","M","65+","PIURA","SECHURA",1
"2021-05-08","M","65+","PIURA","SULLANA",1
"2021-05-08","M","65+","PIURA","TALARA",5
"2021-05-08","M","65+","PUNO","AZANGARO",1
"2021-05-08","M","65+","PUNO","CARABAYA",1
"2021-05-08","M","65+","PUNO","PUNO",1
"2021-05-08","M","65+","SAN MARTIN","LAMAS",1
"2021-05-08","M","65+","SAN MARTIN","MARISCAL CACERES",1
"2021-05-08","M","65+","SAN MARTIN","MOYOBAMBA",1
"2021-05-08","M","65+","SAN MARTIN","SAN MARTIN",1
"2021-05-08","M","65+","TACNA","TACNA",1
"2021-05-08","M","65+","UCAYALI","ATALAYA",1
"2021-05-08","M","65+","UCAYALI","CORONEL PORTILLO",4
"2021-05-09","F","0-17","LIMA","LIMA",1
"2021-05-09","F","18-44","AREQUIPA","CAMANA",1
"2021-05-09","F","18-44","CAJAMARCA","CELENDIN",1
"2021-05-09","F","18-44","LA LIBERTAD","TRUJILLO",1
"2021-05-09","F","18-44","LAMBAYEQUE","CHICLAYO",1
"2021-05-09","F","18-44","LIMA","CAÑETE",1
"2021-05-09","F","18-44","LIMA","LIMA",5
"2021-05-09","F","18-44","LORETO","ALTO AMAZONAS",1
"2021-05-09","F","18-44","TACNA","TACNA",1
"2021-05-09","F","45-64","ANCASH","SANTA",2
"2021-05-09","F","45-64","APURIMAC","ABANCAY",1
"2021-05-09","F","45-64","APURIMAC","ANDAHUAYLAS",1
"2021-05-09","F","45-64","AREQUIPA","CASTILLA",1
"2021-05-09","F","45-64","AREQUIPA","CAYLLOMA",1
"2021-05-09","F","45-64","AYACUCHO","HUAMANGA",1
"2021-05-09","F","45-64","CALLAO","CALLAO",2
"2021-05-09","F","45-64","CUSCO","CUSCO",1
"2021-05-09","F","45-64","HUANUCO","LAURICOCHA",1
"2021-05-09","F","45-64","ICA","CHINCHA",1
"2021-05-09","F","45-64","ICA","NAZCA",1
"2021-05-09","F","45-64","ICA","PISCO",2
"2021-05-09","F","45-64","JUNIN","CHANCHAMAYO",1
"2021-05-09","F","45-64","JUNIN","HUANCAYO",3
"2021-05-09","F","45-64","JUNIN","JAUJA",1
"2021-05-09","F","45-64","JUNIN","JUNIN",1
"2021-05-09","F","45-64","LA LIBERTAD","CHEPEN",1
"2021-05-09","F","45-64","LA LIBERTAD","TRUJILLO",4
"2021-05-09","F","45-64","LA LIBERTAD","VIRU",1
"2021-05-09","F","45-64","LAMBAYEQUE","CHICLAYO",1
"2021-05-09","F","45-64","LAMBAYEQUE","FERREÑAFE",2
"2021-05-09","F","45-64","LIMA","CAÑETE",1
"2021-05-09","F","45-64","LIMA","HUARAL",1
"2021-05-09","F","45-64","LIMA","HUAURA",2
"2021-05-09","F","45-64","LIMA","LIMA",33
"2021-05-09","F","45-64","PIURA","PIURA",3
"2021-05-09","F","45-64","PIURA","SECHURA",1
"2021-05-09","F","45-64","PIURA","SULLANA",1
"2021-05-09","F","45-64","PUNO","SAN ROMAN",2
"2021-05-09","F","45-64","SAN MARTIN","HUALLAGA",1
"2021-05-09","F","45-64","SAN MARTIN","LAMAS",1
"2021-05-09","F","45-64","SAN MARTIN","PICOTA",1
"2021-05-09","F","45-64","SAN MARTIN","TOCACHE",1
"2021-05-09","F","65+","ANCASH","POMABAMBA",1
"2021-05-09","F","65+","ANCASH","SANTA",2
"2021-05-09","F","65+","ANCASH","YUNGAY",1
"2021-05-09","F","65+","APURIMAC","ABANCAY",1
"2021-05-09","F","65+","APURIMAC","ANDAHUAYLAS",1
"2021-05-09","F","65+","AREQUIPA","AREQUIPA",7
"2021-05-09","F","65+","AREQUIPA","ISLAY",1
"2021-05-09","F","65+","AREQUIPA","LA UNION",1
"2021-05-09","F","65+","AYACUCHO","HUAMANGA",1
"2021-05-09","F","65+","CAJAMARCA","CAJAMARCA",3
"2021-05-09","F","65+","CAJAMARCA","CELENDIN",2
"2021-05-09","F","65+","CAJAMARCA","CHOTA",1
"2021-05-09","F","65+","CAJAMARCA","CONTUMAZA",1
"2021-05-09","F","65+","CAJAMARCA","SANTA CRUZ",1
"2021-05-09","F","65+","CALLAO","CALLAO",4
"2021-05-09","F","65+","CUSCO","ANTA",1
"2021-05-09","F","65+","CUSCO","CHUMBIVILCAS",1
"2021-05-09","F","65+","CUSCO","CUSCO",4
"2021-05-09","F","65+","CUSCO","QUISPICANCHI",4
"2021-05-09","F","65+","CUSCO","URUBAMBA",1
"2021-05-09","F","65+","HUANUCO","AMBO",1
"2021-05-09","F","65+","ICA","CHINCHA",2
"2021-05-09","F","65+","ICA","NAZCA",1
"2021-05-09","F","65+","JUNIN","CHANCHAMAYO",1
"2021-05-09","F","65+","JUNIN","HUANCAYO",1
"2021-05-09","F","65+","JUNIN","JAUJA",1
"2021-05-09","F","65+","LA LIBERTAD","ASCOPE",1
"2021-05-09","F","65+","LA LIBERTAD","CHEPEN",1
"2021-05-09","F","65+","LA LIBERTAD","PACASMAYO",1
"2021-05-09","F","65+","LA LIBERTAD","SANTIAGO DE CHUCO",1
"2021-05-09","F","65+","LA LIBERTAD","TRUJILLO",6
"2021-05-09","F","65+","LAMBAYEQUE","CHICLAYO",5
"2021-05-09","F","65+","LAMBAYEQUE","FERREÑAFE",1
"2021-05-09","F","65+","LIMA","CAÑETE",2
"2021-05-09","F","65+","LIMA","HUARAL",3
"2021-05-09","F","65+","LIMA","HUAROCHIRI",1
"2021-05-09","F","65+","LIMA","HUAURA",1
"2021-05-09","F","65+","LIMA","LIMA",35
"2021-05-09","F","65+","PASCO","DANIEL ALCIDES CARRION",1
"2021-05-09","F","65+","PASCO","OXAPAMPA",1
"2021-05-09","F","65+","PASCO","PASCO",1
"2021-05-09","F","65+","PIURA","AYABACA",2
"2021-05-09","F","65+","PIURA","MORROPON",2
"2021-05-09","F","65+","PIURA","PIURA",3
"2021-05-09","F","65+","PIURA","TALARA",2
"2021-05-09","F","65+","PUNO","AZANGARO",1
"2021-05-09","F","65+","PUNO","MELGAR",1
"2021-05-09","F","65+","PUNO","PUNO",1
"2021-05-09","F","65+","PUNO","SAN ROMAN",1
"2021-05-09","F","65+","SAN MARTIN","SAN MARTIN",1
"2021-05-09","F","65+","TUMBES","TUMBES",1
"2021-05-09","M","0-17","LIMA","LIMA",3
"2021-05-09","M","18-44","AMAZONAS","CHACHAPOYAS",1
"2021-05-09","M","18-44","ANCASH","RECUAY",1
"2021-05-09","M","18-44","APURIMAC","ABANCAY",1
"2021-05-09","M","18-44","AYACUCHO","HUAMANGA",1
"2021-05-09","M","18-44","CAJAMARCA","CAJAMARCA",1
"2021-05-09","M","18-44","CALLAO","CALLAO",2
"2021-05-09","M","18-44","HUANCAVELICA","HUANCAVELICA",2
"2021-05-09","M","18-44","ICA","CHINCHA",1
"2021-05-09","M","18-44","ICA","ICA",1
"2021-05-09","M","18-44","ICA","NAZCA",1
"2021-05-09","M","18-44","JUNIN","CHANCHAMAYO",1
"2021-05-09","M","18-44","JUNIN","HUANCAYO",2
"2021-05-09","M","18-44","LAMBAYEQUE","CHICLAYO",2
"2021-05-09","M","18-44","LAMBAYEQUE","FERREÑAFE",1
"2021-05-09","M","18-44","LAMBAYEQUE","LAMBAYEQUE",2
"2021-05-09","M","18-44","LIMA","CAÑETE",1
"2021-05-09","M","18-44","LIMA","HUAROCHIRI",1
"2021-05-09","M","18-44","LIMA","LIMA",13
"2021-05-09","M","18-44","PASCO","OXAPAMPA",1
"2021-05-09","M","18-44","PIURA","PIURA",1
"2021-05-09","M","18-44","SAN MARTIN","SAN MARTIN",1
"2021-05-09","M","45-64","AMAZONAS","BONGARA",1
"2021-05-09","M","45-64","AMAZONAS","CHACHAPOYAS",1
"2021-05-09","M","45-64","ANCASH","MARISCAL LUZURIAGA",1
"2021-05-09","M","45-64","ANCASH","POMABAMBA",1
"2021-05-09","M","45-64","ANCASH","SANTA",4
"2021-05-09","M","45-64","APURIMAC","ABANCAY",2
"2021-05-09","M","45-64","AREQUIPA","ISLAY",1
"2021-05-09","M","45-64","AYACUCHO","HUAMANGA",1
"2021-05-09","M","45-64","AYACUCHO","HUANTA",1
"2021-05-09","M","45-64","CAJAMARCA","CAJABAMBA",1
"2021-05-09","M","45-64","CAJAMARCA","CAJAMARCA",1
"2021-05-09","M","45-64","CAJAMARCA","CUTERVO",1
"2021-05-09","M","45-64","CAJAMARCA","SAN IGNACIO",1
"2021-05-09","M","45-64","CALLAO","CALLAO",3
"2021-05-09","M","45-64","CUSCO","ESPINAR",1
"2021-05-09","M","45-64","CUSCO","LA CONVENCION",1
"2021-05-09","M","45-64","CUSCO","QUISPICANCHI",1
"2021-05-09","M","45-64","HUANCAVELICA","HUAYTARA",2
"2021-05-09","M","45-64","HUANUCO","DOS DE MAYO",1
"2021-05-09","M","45-64","ICA","CHINCHA",1
"2021-05-09","M","45-64","ICA","ICA",5
"2021-05-09","M","45-64","ICA","PALPA",1
"2021-05-09","M","45-64","ICA","PISCO",1
"2021-05-09","M","45-64","JUNIN","HUANCAYO",5
"2021-05-09","M","45-64","JUNIN","SATIPO",1
"2021-05-09","M","45-64","JUNIN","YAULI",1
"2021-05-09","M","45-64","LA LIBERTAD","PACASMAYO",3
"2021-05-09","M","45-64","LA LIBERTAD","SANCHEZ CARRION",1
"2021-05-09","M","45-64","LA LIBERTAD","TRUJILLO",5
"2021-05-09","M","45-64","LAMBAYEQUE","CHICLAYO",9
"2021-05-09","M","45-64","LAMBAYEQUE","FERREÑAFE",1
"2021-05-09","M","45-64","LIMA","CAÑETE",3
"2021-05-09","M","45-64","LIMA","HUAURA",3
"2021-05-09","M","45-64","LIMA","LIMA",43
"2021-05-09","M","45-64","PIURA","MORROPON",1
"2021-05-09","M","45-64","PIURA","PIURA",1
"2021-05-09","M","45-64","PIURA","SULLANA",3
"2021-05-09","M","45-64","PUNO","MELGAR",1
"2021-05-09","M","45-64","PUNO","PUNO",3
"2021-05-09","M","45-64","PUNO","SAN ROMAN",2
"2021-05-09","M","45-64","SAN MARTIN","LAMAS",1
"2021-05-09","M","45-64","SAN MARTIN","MOYOBAMBA",1
"2021-05-09","M","45-64","TACNA","TACNA",3
"2021-05-09","M","45-64","TUMBES","TUMBES",1
"2021-05-09","M","45-64","UCAYALI","ATALAYA",1
"2021-05-09","M","65+","AMAZONAS","CHACHAPOYAS",1
"2021-05-09","M","65+","AMAZONAS","CONDORCANQUI",1
"2021-05-09","M","65+","AMAZONAS","UTCUBAMBA",2
"2021-05-09","M","65+","ANCASH","BOLOGNESI",1
"2021-05-09","M","65+","ANCASH","CASMA",2
"2021-05-09","M","65+","ANCASH","HUARAZ",2
"2021-05-09","M","65+","ANCASH","HUAYLAS",1
"2021-05-09","M","65+","ANCASH","SANTA",8
"2021-05-09","M","65+","APURIMAC","ABANCAY",1
"2021-05-09","M","65+","APURIMAC","ANDAHUAYLAS",1
"2021-05-09","M","65+","APURIMAC","ANTABAMBA",1
"2021-05-09","M","65+","APURIMAC","CHINCHEROS",1
"2021-05-09","M","65+","AREQUIPA","AREQUIPA",7
"2021-05-09","M","65+","AREQUIPA","CARAVELI",1
"2021-05-09","M","65+","AREQUIPA","CASTILLA",1
"2021-05-09","M","65+","AREQUIPA","CAYLLOMA",2
"2021-05-09","M","65+","AREQUIPA","ISLAY",2
"2021-05-09","M","65+","AYACUCHO","HUAMANGA",2
"2021-05-09","M","65+","AYACUCHO","HUANTA",1
"2021-05-09","M","65+","AYACUCHO","PARINACOCHAS",1
"2021-05-09","M","65+","CAJAMARCA","CAJAMARCA",4
"2021-05-09","M","65+","CAJAMARCA","CELENDIN",1
"2021-05-09","M","65+","CAJAMARCA","HUALGAYOC",2
"2021-05-09","M","65+","CAJAMARCA","JAEN",1
"2021-05-09","M","65+","CAJAMARCA","SAN MIGUEL",1
"2021-05-09","M","65+","CALLAO","CALLAO",6
"2021-05-09","M","65+","CUSCO","CUSCO",5
"2021-05-09","M","65+","CUSCO","LA CONVENCION",2
"2021-05-09","M","65+","CUSCO","QUISPICANCHI",3
"2021-05-09","M","65+","HUANCAVELICA","ANGARAES",1
"2021-05-09","M","65+","HUANCAVELICA","CASTROVIRREYNA",1
"2021-05-09","M","65+","HUANCAVELICA","TAYACAJA",2
"2021-05-09","M","65+","HUANUCO","AMBO",1
"2021-05-09","M","65+","HUANUCO","HUACAYBAMBA",1
"2021-05-09","M","65+","HUANUCO","HUANUCO",3
"2021-05-09","M","65+","HUANUCO","LEONCIO PRADO",1
"2021-05-09","M","65+","ICA","CHINCHA",5
"2021-05-09","M","65+","ICA","ICA",7
"2021-05-09","M","65+","ICA","NAZCA",1
"2021-05-09","M","65+","ICA","PISCO",2
"2021-05-09","M","65+","JUNIN","CHANCHAMAYO",2
"2021-05-09","M","65+","JUNIN","CONCEPCION",1
"2021-05-09","M","65+","JUNIN","HUANCAYO",4
"2021-05-09","M","65+","JUNIN","JAUJA",1
"2021-05-09","M","65+","JUNIN","SATIPO",1
"2021-05-09","M","65+","JUNIN","TARMA",1
"2021-05-09","M","65+","LA LIBERTAD","GRAN CHIMU",1
"2021-05-09","M","65+","LA LIBERTAD","JULCAN",1
"2021-05-09","M","65+","LA LIBERTAD","OTUZCO",1
"2021-05-09","M","65+","LA LIBERTAD","PACASMAYO",3
"2021-05-09","M","65+","LA LIBERTAD","SANCHEZ CARRION",1
"2021-05-09","M","65+","LA LIBERTAD","TRUJILLO",12
"2021-05-09","M","65+","LAMBAYEQUE","CHICLAYO",9
"2021-05-09","M","65+","LAMBAYEQUE","FERREÑAFE",1
"2021-05-09","M","65+","LAMBAYEQUE","LAMBAYEQUE",1
"2021-05-09","M","65+","LIMA","BARRANCA",4
"2021-05-09","M","65+","LIMA","CAÑETE",3
"2021-05-09","M","65+","LIMA","HUARAL",2
"2021-05-09","M","65+","LIMA","HUAROCHIRI",2
"2021-05-09","M","65+","LIMA","LIMA",72
"2021-05-09","M","65+","MADRE DE DIOS","TAMBOPATA",1
"2021-05-09","M","65+","MOQUEGUA","ILO",2
"2021-05-09","M","65+","PASCO","OXAPAMPA",1
"2021-05-09","M","65+","PIURA","MORROPON",1
"2021-05-09","M","65+","PIURA","PAITA",1
"2021-05-09","M","65+","PIURA","PIURA",6
"2021-05-09","M","65+","PIURA","SECHURA",1
"2021-05-09","M","65+","PIURA","TALARA",1
"2021-05-09","M","65+","PUNO","CARABAYA",1
"2021-05-09","M","65+","PUNO","PUNO",1
"2021-05-09","M","65+","PUNO","SAN ROMAN",1
"2021-05-09","M","65+","PUNO","YUNGUYO",1
"2021-05-09","M","65+","SAN MARTIN","BELLAVISTA",1
"2021-05-09","M","65+","SAN MARTIN","MOYOBAMBA",1
"2021-05-09","M","65+","SAN MARTIN","SAN MARTIN",3
"2021-05-09","M","65+","SAN MARTIN","TOCACHE",2
"2021-05-09","M","65+","TACNA","TACNA",2
"2021-05-09","M","65+","TUMBES","TUMBES",2
"2021-05-09","M","65+","UCAYALI","CORONEL PORTILLO",1
"2021-05-10","F","18-44","AREQUIPA","AREQUIPA",2
"2021-05-10","F","18-44","CUSCO","CANCHIS",1
"2021-05-10","F","18-44","ICA","ICA",1
"2021-05-10","F","18-44","LAMBAYEQUE","CHICLAYO",1
"2021-05-10","F","18-44","LIMA","CAÑETE",1
"2021-05-10","F","18-44","LIMA","LIMA",3
"2021-05-10","F","18-44","SAN MARTIN","SAN MARTIN",1
"2021-05-10","F","45-64","ANCASH","HUARAZ",1
"2021-05-10","F","45-64","ANCASH","SANTA",2
"2021-05-10","F","45-64","ANCASH","YUNGAY",1
"2021-05-10","F","45-64","APURIMAC","ABANCAY",1
"2021-05-10","F","45-64","APURIMAC","ANDAHUAYLAS",1
"2021-05-10","F","45-64","AREQUIPA","AREQUIPA",3
"2021-05-10","F","45-64","AREQUIPA","ISLAY",1
"2021-05-10","F","45-64","CALLAO","CALLAO",4
"2021-05-10","F","45-64","CUSCO","CUSCO",1
"2021-05-10","F","45-64","CUSCO","ESPINAR",2
"2021-05-10","F","45-64","CUSCO","URUBAMBA",2
"2021-05-10","F","45-64","HUANUCO","HUANUCO",1
"2021-05-10","F","45-64","ICA","CHINCHA",2
"2021-05-10","F","45-64","ICA","ICA",4
"2021-05-10","F","45-64","ICA","PISCO",2
"2021-05-10","F","45-64","JUNIN","HUANCAYO",1
"2021-05-10","F","45-64","JUNIN","JAUJA",1
"2021-05-10","F","45-64","JUNIN","TARMA",1
"2021-05-10","F","45-64","LA LIBERTAD","OTUZCO",1
"2021-05-10","F","45-64","LA LIBERTAD","PACASMAYO",1
"2021-05-10","F","45-64","LA LIBERTAD","TRUJILLO",3
"2021-05-10","F","45-64","LAMBAYEQUE","CHICLAYO",1
"2021-05-10","F","45-64","LAMBAYEQUE","FERREÑAFE",1
"2021-05-10","F","45-64","LAMBAYEQUE","LAMBAYEQUE",1
"2021-05-10","F","45-64","LIMA","BARRANCA",2
"2021-05-10","F","45-64","LIMA","CAÑETE",1
"2021-05-10","F","45-64","LIMA","HUARAL",2
"2021-05-10","F","45-64","LIMA","HUAURA",2
"2021-05-10","F","45-64","LIMA","LIMA",19
"2021-05-10","F","45-64","PASCO","OXAPAMPA",1
"2021-05-10","F","45-64","PASCO","PASCO",1
"2021-05-10","F","45-64","PIURA","AYABACA",1
"2021-05-10","F","45-64","PIURA","PIURA",3
"2021-05-10","F","45-64","PUNO","SAN ROMAN",1
"2021-05-10","F","45-64","SAN MARTIN","TOCACHE",1
"2021-05-10","F","45-64","TACNA","TACNA",1
"2021-05-10","F","45-64","TUMBES","TUMBES",1
"2021-05-10","F","45-64","UCAYALI","CORONEL PORTILLO",2
"2021-05-10","F","65+","AMAZONAS","BAGUA",1
"2021-05-10","F","65+","ANCASH","HUARAZ",1
"2021-05-10","F","65+","ANCASH","RECUAY",1
"2021-05-10","F","65+","ANCASH","SANTA",6
"2021-05-10","F","65+","APURIMAC","ANDAHUAYLAS",3
"2021-05-10","F","65+","APURIMAC","AYMARAES",1
"2021-05-10","F","65+","AREQUIPA","AREQUIPA",6
"2021-05-10","F","65+","AREQUIPA","CAMANA",1
"2021-05-10","F","65+","AREQUIPA","CAYLLOMA",1
"2021-05-10","F","65+","AYACUCHO","HUAMANGA",3
"2021-05-10","F","65+","AYACUCHO","SUCRE",1
"2021-05-10","F","65+","CAJAMARCA","CAJAMARCA",2
"2021-05-10","F","65+","CAJAMARCA","CELENDIN",1
"2021-05-10","F","65+","CAJAMARCA","CONTUMAZA",1
"2021-05-10","F","65+","CAJAMARCA","SAN PABLO",2
"2021-05-10","F","65+","CALLAO","CALLAO",3
"2021-05-10","F","65+","CUSCO","CANCHIS",1
"2021-05-10","F","65+","CUSCO","CHUMBIVILCAS",1
"2021-05-10","F","65+","CUSCO","CUSCO",2
"2021-05-10","F","65+","HUANCAVELICA","HUANCAVELICA",1
"2021-05-10","F","65+","HUANCAVELICA","TAYACAJA",1
"2021-05-10","F","65+","ICA","ICA",2
"2021-05-10","F","65+","ICA","NAZCA",1
"2021-05-10","F","65+","ICA","PALPA",1
"2021-05-10","F","65+","ICA","PISCO",2
"2021-05-10","F","65+","JUNIN","CHANCHAMAYO",3
"2021-05-10","F","65+","JUNIN","CHUPACA",1
"2021-05-10","F","65+","JUNIN","HUANCAYO",1
"2021-05-10","F","65+","JUNIN","SATIPO",1
"2021-05-10","F","65+","JUNIN","TARMA",4
"2021-05-10","F","65+","LA LIBERTAD","ASCOPE",1
"2021-05-10","F","65+","LA LIBERTAD","CHEPEN",1
"2021-05-10","F","65+","LA LIBERTAD","SANTIAGO DE CHUCO",1
"2021-05-10","F","65+","LA LIBERTAD","TRUJILLO",4
"2021-05-10","F","65+","LAMBAYEQUE","CHICLAYO",4
"2021-05-10","F","65+","LAMBAYEQUE","FERREÑAFE",1
"2021-05-10","F","65+","LAMBAYEQUE","LAMBAYEQUE",1
"2021-05-10","F","65+","LIMA","BARRANCA",2
"2021-05-10","F","65+","LIMA","CAÑETE",1
"2021-05-10","F","65+","LIMA","HUARAL",2
"2021-05-10","F","65+","LIMA","LIMA",49
"2021-05-10","F","65+","LORETO","MAYNAS",1
"2021-05-10","F","65+","MOQUEGUA","GENERAL SANCHEZ CERRO",1
"2021-05-10","F","65+","PASCO","OXAPAMPA",1
"2021-05-10","F","65+","PIURA","MORROPON",2
"2021-05-10","F","65+","PIURA","PIURA",1
"2021-05-10","F","65+","PIURA","SECHURA",1
"2021-05-10","F","65+","PIURA","SULLANA",1
"2021-05-10","F","65+","PIURA","TALARA",1
"2021-05-10","F","65+","PUNO","MELGAR",2
"2021-05-10","F","65+","PUNO","PUNO",1
"2021-05-10","F","65+","PUNO","SAN ROMAN",1
"2021-05-10","F","65+","PUNO","YUNGUYO",1
"2021-05-10","F","65+","SAN MARTIN","PICOTA",1
"2021-05-10","F","65+","SAN MARTIN","RIOJA",1
"2021-05-10","F","65+","TUMBES","TUMBES",2
"2021-05-10","F","65+","UCAYALI","ATALAYA",1
"2021-05-10","F","65+","UCAYALI","CORONEL PORTILLO",1
"2021-05-10","M","0-17","UCAYALI","PADRE ABAD",1
"2021-05-10","M","18-44","ANCASH","SANTA",2
"2021-05-10","M","18-44","AREQUIPA","AREQUIPA",1
"2021-05-10","M","18-44","AREQUIPA","CASTILLA",1
"2021-05-10","M","18-44","CAJAMARCA","CHOTA",1
"2021-05-10","M","18-44","CAJAMARCA","JAEN",1
"2021-05-10","M","18-44","CALLAO","CALLAO",1
"2021-05-10","M","18-44","CUSCO","CUSCO",1
"2021-05-10","M","18-44","HUANCAVELICA","HUANCAVELICA",1
"2021-05-10","M","18-44","HUANUCO","HUANUCO",1
"2021-05-10","M","18-44","ICA","PISCO",1
"2021-05-10","M","18-44","JUNIN","HUANCAYO",1
"2021-05-10","M","18-44","LA LIBERTAD","TRUJILLO",4
"2021-05-10","M","18-44","LAMBAYEQUE","CHICLAYO",1
"2021-05-10","M","18-44","LIMA","CAÑETE",1
"2021-05-10","M","18-44","LIMA","LIMA",11
"2021-05-10","M","18-44","PASCO","PASCO",2
"2021-05-10","M","18-44","PIURA","PIURA",2
"2021-05-10","M","18-44","PIURA","SULLANA",1
"2021-05-10","M","18-44","PUNO","HUANCANE",1
"2021-05-10","M","18-44","PUNO","SAN ROMAN",1
"2021-05-10","M","18-44","TACNA","TACNA",1
"2021-05-10","M","45-64","AMAZONAS","BAGUA",1
"2021-05-10","M","45-64","AMAZONAS","UTCUBAMBA",1
"2021-05-10","M","45-64","ANCASH","HUARAZ",1
"2021-05-10","M","45-64","ANCASH","HUARI",1
"2021-05-10","M","45-64","AREQUIPA","AREQUIPA",2
"2021-05-10","M","45-64","AREQUIPA","CASTILLA",1
"2021-05-10","M","45-64","AREQUIPA","CAYLLOMA",1
"2021-05-10","M","45-64","AREQUIPA","CONDESUYOS",1
"2021-05-10","M","45-64","AYACUCHO","HUAMANGA",1
"2021-05-10","M","45-64","AYACUCHO","HUANTA",2
"2021-05-10","M","45-64","CAJAMARCA","CHOTA",1
"2021-05-10","M","45-64","CAJAMARCA","JAEN",3
"2021-05-10","M","45-64","CALLAO","CALLAO",6
"2021-05-10","M","45-64","CUSCO","CANCHIS",1
"2021-05-10","M","45-64","CUSCO","CUSCO",1
"2021-05-10","M","45-64","CUSCO","ESPINAR",1
"2021-05-10","M","45-64","HUANCAVELICA","TAYACAJA",1
"2021-05-10","M","45-64","HUANUCO","AMBO",1
"2021-05-10","M","45-64","HUANUCO","DOS DE MAYO",1
"2021-05-10","M","45-64","ICA","ICA",4
"2021-05-10","M","45-64","JUNIN","CHANCHAMAYO",1
"2021-05-10","M","45-64","JUNIN","CHUPACA",1
"2021-05-10","M","45-64","JUNIN","HUANCAYO",3
"2021-05-10","M","45-64","JUNIN","JAUJA",1
"2021-05-10","M","45-64","JUNIN","TARMA",1
"2021-05-10","M","45-64","LA LIBERTAD","PACASMAYO",1
"2021-05-10","M","45-64","LA LIBERTAD","PATAZ",1
"2021-05-10","M","45-64","LA LIBERTAD","SANCHEZ CARRION",1
"2021-05-10","M","45-64","LA LIBERTAD","TRUJILLO",4
"2021-05-10","M","45-64","LAMBAYEQUE","CHICLAYO",9
"2021-05-10","M","45-64","LAMBAYEQUE","LAMBAYEQUE",2
"2021-05-10","M","45-64","LIMA","CAÑETE",3
"2021-05-10","M","45-64","LIMA","CANTA",1
"2021-05-10","M","45-64","LIMA","HUAURA",1
"2021-05-10","M","45-64","LIMA","LIMA",46
"2021-05-10","M","45-64","LORETO","MAYNAS",1
"2021-05-10","M","45-64","MADRE DE DIOS","TAMBOPATA",1
"2021-05-10","M","45-64","MOQUEGUA","MARISCAL NIETO",1
"2021-05-10","M","45-64","PASCO","PASCO",1
"2021-05-10","M","45-64","PIURA","PIURA",7
"2021-05-10","M","45-64","PIURA","SECHURA",2
"2021-05-10","M","45-64","PIURA","TALARA",1
"2021-05-10","M","45-64","PUNO","MELGAR",1
"2021-05-10","M","45-64","PUNO","SAN ROMAN",2
"2021-05-10","M","45-64","SAN MARTIN","BELLAVISTA",1
"2021-05-10","M","45-64","TACNA","TACNA",1
"2021-05-10","M","45-64","TUMBES","TUMBES",1
"2021-05-10","M","45-64","UCAYALI","CORONEL PORTILLO",1
"2021-05-10","M","65+","AMAZONAS","LUYA",1
